MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,PricePerSqFt,PropertyAge,BasementBathrooms,BathroomAbvGr,OverallCondition,OverallExterior,TotalBsmtSqFt,TotalGrLivAreaSF,GarageQual+Cond
SC60,RL,107.0,10186.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,1Fam,2Story,7.0,5.0,1992.0,1992.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1980.0,RFn,2.0,564.0,Y,240.0,39.0,No,Jun,2010.0,WD,Normal,190000.0,98.80395215808632,33.0,1.0,3.0,NormNorm,HdBoardHdBoard,750.0,1923.0,TATA
SC30,RL,50.0,5330.0,Pave,None,Reg,HLS,AllPub,Inside,Gtl,BrkSide,1Fam,1Story,4.0,7.0,1940.0,1950.0,Hip,CompShg,None,0.0,Fa,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Gd,Y,SBrkr,2.0,1.0,Fa,5.0,Typ,0.0,No,No,1980.0,No,0.0,0.0,Y,164.0,0.0,No,Dec,2009.0,WD,Normal,82500.0,116.52542372881356,85.0,0.0,1.0,NormNorm,VinylSdVinylSd,420.0,708.0,NoNo
SC20,RL,75.0,9986.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,1Story,8.0,5.0,2006.0,2007.0,Gable,CompShg,BrkFace,0.0,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,2.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,1980.0,RFn,3.0,895.0,Y,0.0,49.0,No,Feb,2007.0,New,Partial,147000.0,81.8941504178273,19.0,0.0,2.0,NormNorm,VinylSdVinylSd,477.5,1795.0,TATA
SC30,RM,40.0,3636.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,1Fam,1Story,4.0,4.0,1922.0,1950.0,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,Fa,N,SBrkr,2.0,1.0,TA,5.0,Typ,0.0,No,No,1980.0,No,0.0,0.0,N,0.0,0.0,No,Jan,2008.0,WD,Normal,55000.0,69.09547738693468,103.0,0.0,1.0,NormNorm,AsbShngAsbShng,796.0,796.0,NoNo
SC30,RH,70.0,4270.0,Pave,None,Reg,Bnk,AllPub,Inside,Mod,Edwards,1Fam,1Story,3.0,6.0,1931.0,2006.0,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,6.0,Typ,0.0,No,No,1980.0,No,0.0,0.0,Y,0.0,0.0,No,May,2007.0,WD,Normal,79000.0,102.0671834625323,94.0,0.0,1.0,NormNorm,MetalSdMetalSd,544.0,774.0,NoNo
SC20,RL,60.0,6600.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1Fam,1Story,5.0,5.0,1982.0,2008.0,Gable,CompShg,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,5.0,Typ,1.0,Ex,Attchd,1980.0,Unf,1.0,264.0,Y,0.0,0.0,No,Oct,2008.0,WD,Normal,130500.0,159.9264705882353,43.0,0.0,1.0,NormNorm,VinylSdVinylSd,816.0,816.0,TATA
SC50,RM,60.0,10440.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,1Fam,1.5Fin,6.0,7.0,1920.0,1950.0,Gable,CompShg,None,0.0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,Unf,GasW,Ex,Y,SBrkr,3.0,1.0,TA,8.0,Mod,2.0,TA,Detchd,1980.0,Unf,2.0,520.0,Y,0.0,25.0,Shed,Jun,2008.0,WD,Normal,163000.0,111.33879781420765,105.0,0.0,2.0,NormNorm,BrkFaceWd Sdng,1510.0,2792.0,FaTA
SC60,RL,63.0,9084.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7.0,5.0,1998.0,1998.0,Hip,CompShg,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,TA,8.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,462.0,Y,0.0,28.0,No,Jun,2006.0,WD,Normal,176500.0,108.14950980392157,27.0,0.0,3.0,NormNorm,VinylSdVinylSd,935.0,1632.0,TATA
SC20,RL,85.0,10000.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,1Story,8.0,5.0,2006.0,2006.0,Hip,CompShg,Stone,410.0,Gd,TA,PConc,Gd,Gd,Av,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,1980.0,RFn,3.0,825.0,Y,144.0,45.0,No,Dec,2007.0,WD,Normal,227000.0,142.9471032745592,19.0,0.0,2.0,NormNorm,VinylSdVinylSd,476.75,1588.0,TATA
SC80,RL,55.0,10780.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,SLvl,5.0,5.0,1976.0,1976.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,TA,6.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,576.0,Y,0.0,0.0,No,Jul,2006.0,WD,Normal,132500.0,138.88888888888889,49.0,0.0,1.0,NormNorm,MetalSdMetalSd,911.0,954.0,TATA
SC20,RL,67.0,8877.0,Pave,None,Reg,Lvl,AllPub,Inside,Mod,Edwards,1Fam,1Story,4.0,6.0,1938.0,1958.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,GasA,Ex,Y,SBrkr,2.0,1.0,TA,3.0,Typ,1.0,Gd,Detchd,1980.0,Unf,1.0,288.0,Y,0.0,0.0,No,May,2009.0,WD,Normal,100000.0,122.54901960784314,87.0,1.0,1.0,NormNorm,MetalSdMetalSd,816.0,816.0,FaFa
SC50,RM,60.0,7200.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,1Fam,1.5Fin,5.0,6.0,1938.0,1995.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,2.0,1.0,Gd,6.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,297.0,Y,0.0,65.0,No,Jul,2006.0,WD,Normal,125500.0,92.27941176470588,87.0,0.0,2.0,NormNorm,Wd SdngWd Sdng,803.0,1360.0,TATA
SC160,RM,24.0,2368.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,TwnhsE,2Story,5.0,6.0,1970.0,1970.0,Gable,CompShg,None,312.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,7.0,Min1,0.0,No,Attchd,1980.0,Unf,2.0,440.0,Y,0.0,36.0,No,May,2009.0,WD,Normal,125000.0,91.57509157509158,55.0,0.0,2.0,NormNorm,HdBoardHdBoard,765.0,1365.0,TATA
SC20,RL,80.0,9650.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,6.0,5.0,1977.0,1977.0,Gable,CompShg,BrkFace,360.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,2.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1980.0,RFn,2.0,630.0,Y,0.0,16.0,No,Apr,2009.0,WD,Normal,167900.0,125.86206896551724,48.0,0.0,2.0,NormNorm,PlywoodPlywood,1350.0,1334.0,TATA
SC90,RL,87.0,9246.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Duplex,1Story,5.0,5.0,1973.0,1973.0,Gable,CompShg,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,4.0,1.0,TA,8.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,506.0,Y,0.0,25.0,No,Nov,2008.0,WD,Normal,135000.0,81.52173913043478,52.0,0.0,2.0,FeedrNorm,PlywoodPlywood,476.75,1656.0,TATA
SC30,RM,63.0,4118.0,Pave,Grvl,IR1,Bnk,AllPub,Corner,Mod,OldTown,1Fam,1Story,4.0,4.0,1941.0,1950.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,Grav,Fa,N,SBrkr,2.0,1.0,Fa,4.0,Typ,0.0,No,No,1980.0,No,0.0,0.0,N,0.0,20.0,No,Mar,2006.0,WD,Normal,163000.0,235.2092352092352,84.0,0.0,1.0,FeedrNorm,Wd SdngWd Sdng,693.0,693.0,NoNo
SC60,RL,95.0,13450.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,1Fam,2Story,7.0,5.0,2002.0,2002.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,8.0,Typ,0.0,No,BuiltIn,1980.0,RFn,2.0,492.0,Y,146.0,25.0,No,Jun,2006.0,WD,Normal,200000.0,107.46910263299301,23.0,1.0,3.0,NormNorm,VinylSdVinylSd,916.0,1861.0,TATA
SC20,RL,120.0,9560.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,1Fam,1Story,5.0,7.0,1972.0,1972.0,Hip,CompShg,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,TA,5.0,Typ,0.0,No,Attchd,1980.0,RFn,1.0,288.0,Y,0.0,0.0,No,Jun,2006.0,WD,Normal,128500.0,148.72685185185185,53.0,0.0,1.0,NormNorm,MetalSdMetalSd,864.0,864.0,TATA
SC20,RL,70.0,8294.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,4.0,5.0,1971.0,1971.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,5.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,480.0,Y,0.0,0.0,No,Jun,2007.0,WD,Normal,123000.0,141.05504587155963,54.0,0.0,1.0,NormNorm,MetalSdMetalSd,858.0,872.0,TATA
SC20,RL,66.0,13695.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,1Story,6.0,5.0,2003.0,2004.0,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,6.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,576.0,Y,0.0,78.0,No,Jul,2008.0,WD,Normal,155000.0,139.13824057450628,22.0,1.0,1.0,RRAeNorm,VinylSdVinylSd,1114.0,1114.0,TATA
SC60,RL,0.0,9375.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,8.0,5.0,2002.0,2002.0,Gable,CompShg,BrkFace,149.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,1980.0,RFn,2.0,647.0,Y,192.0,87.0,No,Aug,2007.0,WD,Normal,228500.0,105.3480866758875,23.0,0.0,3.0,NormNorm,VinylSdVinylSd,1284.0,2169.0,TATA
SC50,RL,57.0,7558.0,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,1Fam,1.5Fin,6.0,6.0,1928.0,1950.0,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,TA,9.0,Typ,1.0,TA,Detchd,1980.0,Unf,2.0,342.0,Y,0.0,0.0,No,Mar,2009.0,WD,Normal,177000.0,92.52483010977522,97.0,0.0,2.0,NormNorm,BrkFaceStone,896.0,1913.0,FaFa
SC60,RL,85.0,11103.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,1Fam,2Story,7.0,5.0,2006.0,2006.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,440.0,Y,0.0,0.0,No,Jul,2007.0,New,Partial,155835.0,107.02953296703296,19.0,0.0,3.0,NormNorm,VinylSdVinylSd,728.0,1456.0,TATA
SC30,RM,50.0,6000.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1Story,4.0,4.0,1920.0,1950.0,Hip,CompShg,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,2.0,1.0,Fa,5.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,308.0,Y,0.0,0.0,No,Jul,2007.0,WD,Normal,108500.0,113.02083333333333,105.0,0.0,1.0,NormNorm,MetalSdMetalSd,960.0,960.0,TATA
SC20,RL,0.0,9478.5,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,NWAmes,1Fam,1Story,7.0,7.0,1968.0,2003.0,Hip,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,TA,Y,SBrkr,3.0,1.0,TA,9.0,Typ,1.0,Gd,Attchd,1980.0,RFn,2.0,508.0,Y,0.0,80.0,No,Jun,2006.0,WD,Normal,163000.0,75.60296846011131,57.0,0.0,2.0,PosNNorm,BrkFaceHdBoard,1500.0,1087.0,GdTA
SC20,RL,93.0,15306.0,Pave,None,IR1,HLS,AllPub,Corner,Gtl,Timber,1Fam,1Story,8.0,5.0,2006.0,2007.0,Gable,CompShg,Stone,100.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,1980.0,Fin,3.0,712.0,Y,0.0,0.0,No,May,2007.0,New,Partial,163000.0,91.77927927927928,19.0,1.0,2.0,NormNorm,VinylSdVinylSd,556.75,1776.0,TATA
SC20,RL,0.0,16196.0,Pave,None,IR3,Low,AllPub,Inside,Gtl,SawyerW,1Fam,1Story,7.0,5.0,1998.0,1998.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,5.0,Typ,1.0,Fa,Attchd,1980.0,RFn,2.0,514.0,Y,0.0,25.0,No,Aug,2007.0,WD,Normal,215000.0,143.90896921017404,27.0,1.0,2.0,NormNorm,VinylSdVinylSd,1482.0,1494.0,TATA
SC70,RM,50.0,5250.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,2Story,8.0,5.0,1973.0,1987.0,Gable,CompShg,None,0.0,TA,Gd,BrkTil,TA,Fa,No,LwQ,Unf,OthW,Fa,N,SBrkr,4.0,1.0,TA,8.0,Typ,0.0,No,No,1980.0,No,0.0,0.0,Y,0.0,54.0,No,Dec,2008.0,WD,Normal,122000.0,51.73876166242579,52.0,0.0,2.0,NormNorm,MetalSdMetalSd,684.0,2153.0,NoNo
SC90,RL,91.0,11643.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Duplex,2Story,5.0,5.0,1969.0,1969.0,Gable,CompShg,BrkFace,368.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,6.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,480.0,Y,0.0,0.0,No,Aug,2009.0,WD,Normal,200000.0,136.6120218579235,56.0,1.0,4.0,ArteryNorm,MetalSdMetalSd,1248.0,2634.0,TATA
SC60,RL,70.0,9247.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,2Story,6.0,6.0,1962.0,1962.0,Gable,CompShg,BrkFace,318.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,4.0,1.0,TA,8.0,Typ,1.0,Gd,Attchd,1980.0,Fin,2.0,490.0,Y,0.0,84.0,No,Mar,2008.0,WD,Normal,171000.0,99.65034965034965,63.0,0.0,2.0,NormNorm,HdBoardHdBoard,858.0,1716.0,TATA
SC50,RM,50.0,6000.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,6.0,5.0,1937.0,2000.0,Gable,CompShg,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,2.0,1.0,TA,4.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,624.0,N,210.0,0.0,No,Jul,2009.0,WD,Normal,134900.0,114.71088435374149,88.0,0.0,1.0,NormNorm,MetalSdMetalSd,698.0,1176.0,TATA
SC50,RL,56.0,14720.0,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,1Fam,1.5Fin,8.0,5.0,1995.0,1996.0,Hip,CompShg,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,4.0,1.0,Gd,9.0,Typ,1.0,Ex,Attchd,1980.0,Fin,3.0,666.0,Y,283.0,86.0,No,Mar,2010.0,WD,Normal,163000.0,111.33879781420765,30.0,1.0,3.0,NormNorm,VinylSdVinylSd,2033.0,3238.0,TATA
SC60,RL,0.0,10316.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,7.0,5.0,2000.0,2000.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1980.0,RFn,3.0,839.0,Y,0.0,25.0,No,Jun,2008.0,WD,Normal,235000.0,126.00536193029491,25.0,1.0,3.0,NormNorm,VinylSdVinylSd,992.0,1865.0,TATA
SC80,RL,102.0,10192.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,SLvl,7.0,6.0,1968.0,1992.0,Gable,CompShg,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,4.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1980.0,RFn,2.0,487.0,Y,0.0,25.0,No,Sep,2006.0,WD,Normal,170000.0,88.54166666666667,57.0,0.0,3.0,NormNorm,MetalSdMetalSd,570.0,1920.0,TATA
SC20,RL,0.0,9477.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,1Story,5.0,5.0,1966.0,1966.0,Gable,CompShg,BrkFace,65.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,5.0,Typ,0.0,No,Attchd,1980.0,RFn,1.0,264.0,Y,0.0,0.0,No,Oct,2008.0,WD,Normal,110000.0,123.31838565022422,59.0,0.0,1.0,NormNorm,HdBoardHdBoard,864.0,892.0,TATA
SC20,RL,0.0,12537.0,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,1Fam,1Story,5.0,6.0,1971.0,2008.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,TA,6.0,Typ,1.0,Fa,Attchd,1980.0,Fin,2.0,500.0,Y,0.0,0.0,No,Apr,2010.0,WD,Normal,149900.0,139.05380333951763,54.0,1.0,2.0,NormNorm,VinylSdVinylSd,1078.0,1078.0,TATA
SC160,FV,0.0,2117.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Twnhs,2Story,6.0,5.0,2000.0,2000.0,Gable,CompShg,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,5.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,440.0,Y,0.0,32.0,No,Jun,2010.0,WD,Normal,177500.0,112.84170375079466,25.0,0.0,3.0,NormNorm,MetalSdMetalSd,756.0,1573.0,TATA
SC20,RL,129.0,16737.0,Pave,None,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,1Fam,1Story,9.0,5.0,2004.0,2005.0,Hip,CompShg,BrkFace,66.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Ex,8.0,Typ,1.0,Gd,Attchd,1980.0,Fin,3.0,770.0,Y,194.0,45.0,No,Sep,2006.0,WD,Normal,163000.0,82.32323232323232,21.0,1.0,2.0,NormNorm,VinylSdVinylSd,1980.0,1980.0,TATA
SC70,RL,51.0,9842.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,1Fam,2Story,5.0,6.0,1921.0,1998.0,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,Ex,Y,SBrkr,4.0,1.0,TA,8.0,Typ,0.0,No,BuiltIn,1980.0,RFn,2.0,621.0,Y,183.0,0.0,No,May,2008.0,WD,Normal,189000.0,72.66435986159169,104.0,0.0,4.0,FeedrNorm,MetalSdWd Sdng,612.0,2601.0,TATA
SC20,RL,124.0,16158.0,Pave,None,IR1,Low,AllPub,Inside,Mod,StoneBr,1Fam,1Story,7.0,5.0,2005.0,2005.0,Hip,CompShg,Stone,16.0,Gd,TA,PConc,Ex,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,1980.0,Fin,2.0,430.0,Y,168.0,36.0,No,Jun,2009.0,WD,Normal,163000.0,106.5359477124183,20.0,1.0,2.0,NormNorm,VinylSdVinylSd,1530.0,1530.0,TATA
SC50,RL,0.0,12513.0,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NAmes,1Fam,1.5Fin,4.0,4.0,1920.0,2007.0,Gable,CompShg,None,0.0,TA,Gd,BrkTil,TA,Fa,No,Unf,Unf,GasA,Gd,Y,SBrkr,4.0,1.0,TA,7.0,Typ,1.0,Gd,Attchd,1980.0,Unf,1.0,368.0,Y,55.0,0.0,No,Jun,2009.0,WD,Normal,104900.0,60.35673187571922,105.0,0.0,2.0,FeedrNorm,VinylSdVinylSd,715.0,1738.0,TATA
SC60,RL,73.0,8499.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6.0,5.0,2006.0,2007.0,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,6.0,Typ,1.0,Gd,BuiltIn,1980.0,Fin,2.0,432.0,Y,0.0,36.0,No,Mar,2007.0,New,Partial,156932.0,111.14164305949008,19.0,0.0,3.0,NormNorm,VinylSdVinylSd,616.0,1412.0,TATA
SC160,FV,30.0,3180.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,TwnhsE,2Story,7.0,5.0,2005.0,2005.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,2.0,1.0,Gd,4.0,Typ,0.0,No,Detchd,1980.0,RFn,2.0,480.0,Y,0.0,25.0,No,Apr,2006.0,WD,Abnorml,144152.0,120.12666666666667,20.0,0.0,3.0,NormNorm,MetalSdMetalSd,600.0,1120.0,TATA
SC60,FV,0.0,7500.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,2Story,7.0,5.0,2000.0,2000.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,0.0,No,Attchd,1980.0,RFn,2.0,663.0,Y,0.0,25.0,No,Jan,2010.0,WD,Normal,216000.0,129.03225806451613,25.0,1.0,3.0,NormNorm,VinylSdVinylSd,814.0,1674.0,TATA
SC60,RL,68.0,9179.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,7.0,5.0,1999.0,1999.0,Gable,CompShg,BrkFace,158.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,0.0,No,Attchd,1980.0,RFn,2.0,588.0,Y,0.0,88.0,No,Jun,2008.0,WD,Abnorml,193000.0,107.82122905027933,26.0,1.0,3.0,NormNorm,VinylSdVinylSd,873.0,1790.0,TATA
SC160,RM,41.0,2665.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,TwnhsE,2Story,5.0,6.0,1977.0,1977.0,Gable,CompShg,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,Rec,GasA,Ex,Y,SBrkr,4.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1980.0,RFn,1.0,336.0,Y,104.0,26.0,No,Jul,2006.0,WD,Normal,127000.0,86.10169491525424,48.0,0.0,2.0,NormNorm,CemntBdCmentBd,584.0,1475.0,TATA
SC120,RM,0.0,4435.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,TwnhsE,1Story,6.0,5.0,2003.0,2004.0,Gable,CompShg,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,1.0,Gd,4.0,Typ,0.0,No,Attchd,1980.0,Fin,2.0,420.0,Y,140.0,0.0,No,Jun,2009.0,WD,Normal,144000.0,169.81132075471697,22.0,1.0,1.0,NormNorm,VinylSdVinylSd,848.0,848.0,TATA
SC20,RL,48.0,10635.0,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,1Fam,1Story,8.0,5.0,2003.0,2003.0,Hip,CompShg,BrkFace,171.0,Gd,TA,PConc,Gd,TA,Av,BLQ,GLQ,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,502.0,Y,0.0,25.0,No,May,2010.0,WD,Normal,232000.0,139.08872901678657,22.0,1.0,2.0,NormNorm,VinylSdVinylSd,685.0,1668.0,TATA
SC50,RL,90.0,5400.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,1Fam,1.5Fin,4.0,6.0,1920.0,1950.0,Gable,CompShg,None,0.0,Fa,TA,PConc,TA,TA,No,ALQ,Rec,GasA,Ex,Y,SBrkr,2.0,1.0,TA,6.0,Typ,0.0,No,Detchd,1980.0,Fin,1.0,338.0,Y,0.0,0.0,No,Oct,2009.0,WD,Normal,105000.0,76.41921397379913,105.0,0.0,1.0,ArteryNorm,CBlockCBlock,735.0,1374.0,TATA
